,Poem name,Location,Split
37,AngelPoemsABlueAngelPoembyGilGregorio,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsABlueAngelPoembyGilGregorio.txt,Train
38,AngelPoemsBoyAndTheAngelThePoembyRobertBrowning,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsBoyAndTheAngelThePoembyRobertBrowning.txt,Train
39,AngelPoemsTheAngelPoembyMikhailYuryevichLermontov,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsTheAngelPoembyMikhailYuryevichLermontov.txt,Train
40,AngelPoems3GuardianAngel3songPoembyEboneIngram,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoems3GuardianAngel3songPoembyEboneIngram.txt,Train
41,AngelPoemsAngelInMyPocketChildrenPoembyCJHeck,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsAngelInMyPocketChildrenPoembyCJHeck.txt,Train
42,AngelPoemsAngelInDisguisePoembyRuthwarren,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsAngelInDisguisePoembyRuthwarren.txt,Train
43,AngelPoemsTheChildAngelPoembyRabindranathTagore,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsTheChildAngelPoembyRabindranathTagore.txt,Train
44,AngelPoemsTheAngelAndTheClownPoembyVachelLindsay,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsTheAngelAndTheClownPoembyVachelLindsay.txt,Train
45,AngelPoemsGuardianAngelPoembyAldoKraas,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsGuardianAngelPoembyAldoKraas.txt,Train
46,AngelPoemsMyFallenAngelPoembyHollyHeron,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsMyFallenAngelPoembyHollyHeron.txt,Train
47,AngelPoemsAnAngelHasToDoWhatAnAngelHasToToPoembyTerryDonovan,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsAnAngelHasToDoWhatAnAngelHasToToPoembyTerryDonovan.txt,Train
48,AngelPoemsAngelEyesPoembyMathewLewis,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsAngelEyesPoembyMathewLewis.txt,Train
49,AngelPoemsAngelPoembyDerekGermain,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsAngelPoembyDerekGermain.txt,Train
50,AngelPoemsTheBoyAndTheAngelPoembyRobertBrowning,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsTheBoyAndTheAngelPoembyRobertBrowning.txt,Train
51,AngelPoemsGuardianAngelThePoembyRobertBrowning,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsGuardianAngelThePoembyRobertBrowning.txt,Train
52,AngelPoemsGuardianAngelPoembyJosephTRenaldi,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsGuardianAngelPoembyJosephTRenaldi.txt,Train
53,AngelPoemsAnAngelInTheHousePoembyJamesHenryLeighHunt,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsAnAngelInTheHousePoembyJamesHenryLeighHunt.txt,Train
54,AngelPoemsAnAngelOfADifferentKindPoembyGuardedHeart,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsAnAngelOfADifferentKindPoembyGuardedHeart.txt,Train
55,AngelPoemsItWasWrongToDoThisSaidTheAngelPoembyStephenCrane,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsItWasWrongToDoThisSaidTheAngelPoembyStephenCrane.txt,Train
56,AngelPoemsAnAngelAndAVioletInTheGardenPoembySophiaWhite,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsAnAngelAndAVioletInTheGardenPoembySophiaWhite.txt,Train
57,AngelPoemsAngelOrDemonPoembyEllaWheelerWilcox,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsAngelOrDemonPoembyEllaWheelerWilcox.txt,Train
58,AngelPoemsBrokenAngelPoembyJoanJohnson,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsBrokenAngelPoembyJoanJohnson.txt,Train
59,AngelPoemsTheAngelPoembyWilliamBlake,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsTheAngelPoembyWilliamBlake.txt,Train
60,AngelPoemsTheAngelThatPresidedOErMyBirthPoembyWilliamBlake,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsTheAngelThatPresidedOErMyBirthPoembyWilliamBlake.txt,Train
61,AngelPoemsDarkAngelPoembySteveArmstrong,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsDarkAngelPoembySteveArmstrong.txt,Train
62,AngelPoemsMyAngelPoembyVeronicaMendoza,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsMyAngelPoembyVeronicaMendoza.txt,Train
63,AngelPoemsGuardianAngelPoembyAmandaLukas,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsGuardianAngelPoembyAmandaLukas.txt,Train
64,AngelPoemsTheAvengingAngelPoembyWilliamWilfredCampbell,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsTheAvengingAngelPoembyWilliamWilfredCampbell.txt,Train
65,AngelPoemsFallingAngelPoembyAldoKraas,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsFallingAngelPoembyAldoKraas.txt,Train
66,AngelPoemsSmallTalkAngelStylePoembyMichaelShepherd,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsSmallTalkAngelStylePoembyMichaelShepherd.txt,Train
67,AngelPoemsAngelPoembyreginatalley,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsAngelPoembyreginatalley.txt,Train
68,AngelPoemsTheWomanAndTheAngelPoembyRobertWilliamService,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsTheWomanAndTheAngelPoembyRobertWilliamService.txt,Train
69,AngelPoemsEarthboundAngel5SensuousAngelOrTheRoseOfSharonPoembygordoncoombes,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsEarthboundAngel5SensuousAngelOrTheRoseOfSharonPoembygordoncoombes.txt,Train
70,AngelPoemsNeedingAnAngelPoembyNatalieHawksley,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsNeedingAnAngelPoembyNatalieHawksley.txt,Train
71,AngelPoemsEarthAngelPoembyMelvinaGermain,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsEarthAngelPoembyMelvinaGermain.txt,Train
72,AngelPoemsMyGuardianAngelPoembyRobertWilliamService,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsMyGuardianAngelPoembyRobertWilliamService.txt,Train
73,AngelPoemsYouAreAnAngelPoembyCorreinaMacRae,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsYouAreAnAngelPoembyCorreinaMacRae.txt,Train
74,AngelPoemsAngelOnYourShoulderPoembyMarieOrtiz,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsAngelOnYourShoulderPoembyMarieOrtiz.txt,Train
75,AngelPoemsAngelPoembyVictoriaRitchie,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsAngelPoembyVictoriaRitchie.txt,Train
76,AngelPoemsFallFromGraceAngelNoMoresongPoembyEboneIngram,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsFallFromGraceAngelNoMoresongPoembyEboneIngram.txt,Train
77,AngelPoemsAngelFeatherPoembyTheMowjo,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsAngelFeatherPoembyTheMowjo.txt,Train
78,AngelPoemsMyAngelInTheDarknessPoembyRobertRumery,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsMyAngelInTheDarknessPoembyRobertRumery.txt,Train
79,AngelPoemsUnknownAngelPoembyMaryNagy,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsUnknownAngelPoembyMaryNagy.txt,Train
80,AngelPoemsTheGuardianAngelPoembyRobertBrowning,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsTheGuardianAngelPoembyRobertBrowning.txt,Train
81,AngelPoemsMyGuardianAngelPoembyIvyChristou,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsMyGuardianAngelPoembyIvyChristou.txt,Train
82,AngelPoemsAnAngelCriesPoembyKevElmer,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsAnAngelCriesPoembyKevElmer.txt,Train
83,AngelPoemsTheGuardianAngelOfThePrivateLifePoembyJorieGraham,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsTheGuardianAngelOfThePrivateLifePoembyJorieGraham.txt,Train
84,AngelPoemsLittleHornyAngelPoembyDavidDarbyshire,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsLittleHornyAngelPoembyDavidDarbyshire.txt,Train
85,AngelPoemsAngelOfLovePoembyRaulLuna,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsAngelOfLovePoembyRaulLuna.txt,Train
86,AngelPoemsStPeterAndTheAngelPoembyDeniseLevertov,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsStPeterAndTheAngelPoembyDeniseLevertov.txt,Train
87,AngelPoemsMyAngelPoembyErnestineNorthover,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsMyAngelPoembyErnestineNorthover.txt,Train
88,AngelPoemsMyGuardianAngelPoembyjessicaroberts,[KAGGLE_DS_ROOT]/poemsdataset/topics/angel/AngelPoemsMyGuardianAngelPoembyjessicaroberts.txt,Train
89,KyriellePoemsApocryphaPsalm31KyriellePoembyGertStrydom,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsApocryphaPsalm31KyriellePoembyGertStrydom.txt,Train
90,KyriellePoemsStippledFiguresKyriellePoembyWilliamCavanagh,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsStippledFiguresKyriellePoembyWilliamCavanagh.txt,Train
91,KyriellePoemsKyrielleForSomeSadVictimsOfRacismPoembyMarietaMaglas,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsKyrielleForSomeSadVictimsOfRacismPoembyMarietaMaglas.txt,Train
92,KyriellePoemsTheChangelingKyriellePoembySheenaBlackhall,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsTheChangelingKyriellePoembySheenaBlackhall.txt,Train
93,KyriellePoemsKyrielleAMaidenWeepsPoembyPatrickSunday,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsKyrielleAMaidenWeepsPoembyPatrickSunday.txt,Train
94,KyriellePoemsKyrielleKyriellePoembyDorianPetersenPotter,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsKyrielleKyriellePoembyDorianPetersenPotter.txt,Train
95,KyriellePoemsTheMarksOfATrueDiscipleKyriellePoembyCynthiaBuhainBaello,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsTheMarksOfATrueDiscipleKyriellePoembyCynthiaBuhainBaello.txt,Train
96,KyriellePoemsIFindMyMorningsSoForlornAKyrielleSonnetPoembyanneseite,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsIFindMyMorningsSoForlornAKyrielleSonnetPoembyanneseite.txt,Train
97,KyriellePoemsLifeKyriellePoembyDorianPetersenPotter,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsLifeKyriellePoembyDorianPetersenPotter.txt,Train
98,KyriellePoemsGlobeInChaosAKyriellePoembyDrACelestineRajManoharMD,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsGlobeInChaosAKyriellePoembyDrACelestineRajManoharMD.txt,Train
99,KyriellePoemsTheFinalSolutionKyriellePoemPoembyCynthiaBuhainBaello,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsTheFinalSolutionKyriellePoemPoembyCynthiaBuhainBaello.txt,Train
100,KyriellePoemsMermaidDreamsAKyriellePoembySheriWalters,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsMermaidDreamsAKyriellePoembySheriWalters.txt,Train
101,KyriellePoemsItDoesnTPayToWearRedAKyriellePoembySheriWalters,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsItDoesnTPayToWearRedAKyriellePoembySheriWalters.txt,Train
102,KyriellePoemsKyrielleSonnetForGeorgeSandAndFr+®d+®ricChopinPoembyMarietaMaglas,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsKyrielleSonnetForGeorgeSandAndFr+®d+®ricChopinPoembyMarietaMaglas.txt,Train
103,KyriellePoemsWithPoetryAndMySewingKyriellePoemPoembyCynthiaBuhainBaello,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsWithPoetryAndMySewingKyriellePoemPoembyCynthiaBuhainBaello.txt,Train
104,KyriellePoemsDudgeonOnTheWorldStageKyriellePoemPoembyCynthiaBuhainBaello,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsDudgeonOnTheWorldStageKyriellePoemPoembyCynthiaBuhainBaello.txt,Train
105,KyriellePoemsIfRootsCouldGripKyriellePoemPoembyCynthiaBuhainBaello,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsIfRootsCouldGripKyriellePoemPoembyCynthiaBuhainBaello.txt,Train
106,KyriellePoemsTheEyeskyriellePoembyKathyJAnderson,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsTheEyeskyriellePoembyKathyJAnderson.txt,Train
107,KyriellePoemsKyriellePoemPoembyBidindraBasumatary,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsKyriellePoemPoembyBidindraBasumatary.txt,Train
108,KyriellePoemsThisDayWhatFutureWillItBringKyrielleSonnetPoembyBenGieske,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsThisDayWhatFutureWillItBringKyrielleSonnetPoembyBenGieske.txt,Train
109,KyriellePoemsJesusKyriellePoembyDorianPetersenPotter,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsJesusKyriellePoembyDorianPetersenPotter.txt,Train
110,KyriellePoemsInHisDivineLoveKyriellePoembyDorianPetersenPotter,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsInHisDivineLoveKyriellePoembyDorianPetersenPotter.txt,Train
111,KyriellePoemsJustAnotherKyriellePoembyDorianPetersenPotter,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsJustAnotherKyriellePoembyDorianPetersenPotter.txt,Train
112,KyriellePoemsHeIsOverAllKyrielle1209PoembyCynthiaBuhainBaello,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsHeIsOverAllKyrielle1209PoembyCynthiaBuhainBaello.txt,Train
113,KyriellePoemsAKyrielleOfFaithPoembyDannySpeicher,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsAKyrielleOfFaithPoembyDannySpeicher.txt,Train
114,KyriellePoemsKyriellePoembyJustinReamer,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsKyriellePoembyJustinReamer.txt,Train
115,KyriellePoemsInvisibleMeKyriellePoembyTJamesBecker,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsInvisibleMeKyriellePoembyTJamesBecker.txt,Train
116,KyriellePoemsSiachenAKyrielleSonnetPoembyTamalKundu,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsSiachenAKyrielleSonnetPoembyTamalKundu.txt,Train
117,KyriellePoemsObedienceMeansTrueFaithKyriellePoembyCynthiaBuhainBaello,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsObedienceMeansTrueFaithKyriellePoembyCynthiaBuhainBaello.txt,Train
118,KyriellePoemsTheShadowsOfTheTreesKyriellePoetryPoembyMarietaMaglas,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsTheShadowsOfTheTreesKyriellePoetryPoembyMarietaMaglas.txt,Train
119,KyriellePoemsKyrielleSonnetAnAngryGirlChildPoembyDrACelestineRajManoharMD,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsKyrielleSonnetAnAngryGirlChildPoembyDrACelestineRajManoharMD.txt,Train
120,KyriellePoemsJustGoKyriellePoembyDorianPetersenPotter,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsJustGoKyriellePoembyDorianPetersenPotter.txt,Train
121,KyriellePoemsLifeTreasuresKyriellePoemPoembyCynthiaBuhainBaello,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsLifeTreasuresKyriellePoemPoembyCynthiaBuhainBaello.txt,Train
122,KyriellePoemsCareForSomeTeaAKyriellePoembySheriWalters,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsCareForSomeTeaAKyriellePoembySheriWalters.txt,Train
123,KyriellePoemsPeopleAreStrangeKyriellePoemPoembyCynthiaBuhainBaello,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsPeopleAreStrangeKyriellePoemPoembyCynthiaBuhainBaello.txt,Train
124,KyriellePoemsKyriellePoembyJohnPayne,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsKyriellePoembyJohnPayne.txt,Train
125,KyriellePoemsKyriellePardonMeTooPoembyCarylRamsdale,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsKyriellePardonMeTooPoembyCarylRamsdale.txt,Train
126,KyriellePoemsSampleKyriellePoembyPaulaPuddephatt,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsSampleKyriellePoembyPaulaPuddephatt.txt,Train
127,KyriellePoemsPoetryAndMySewingKyriellePoembyCynthiaBuhainBaello,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsPoetryAndMySewingKyriellePoembyCynthiaBuhainBaello.txt,Train
128,KyriellePoemsKyrielleKimShortPoeticStyleInspiredByPoemMyFirstKyrielleByKimBarneyPoembyBriEdwards,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsKyrielleKimShortPoeticStyleInspiredByPoemMyFirstKyrielleByKimBarneyPoembyBriEdwards.txt,Train
129,KyriellePoemsRainKyrielleVersePoembyMuzahidulReza,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsRainKyrielleVersePoembyMuzahidulReza.txt,Train
130,KyriellePoemsBeanSidheAKyriellePoembySheriWalters,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsBeanSidheAKyriellePoembySheriWalters.txt,Train
131,KyriellePoemsItsSoCrystalClearKyriellePoembyDorianPetersenPotter,[KAGGLE_DS_ROOT]/poemsdataset/forms/kyrielle/KyriellePoemsItsSoCrystalClearKyriellePoembyDorianPetersenPotter.txt,Train
132,HeavenPoemsWindowsInHeavenChildrenPoembyCJHeck,[KAGGLE_DS_ROOT]/poemsdataset/topics/heaven/HeavenPoemsWindowsInHeavenChildrenPoembyCJHeck.txt,Train
133,HeavenPoemsHowIWalkedAloneInTheJunglesOfHeavenPoembyVachelLindsay,[KAGGLE_DS_ROOT]/poemsdataset/topics/heaven/HeavenPoemsHowIWalkedAloneInTheJunglesOfHeavenPoembyVachelLindsay.txt,Train
134,HeavenPoemsWhenWeGoToHeavenPoembyProfessorPoetryHound,[KAGGLE_DS_ROOT]/poemsdataset/topics/heaven/HeavenPoemsWhenWeGoToHeavenPoembyProfessorPoetryHound.txt,Train
135,HeavenPoemsHeavenPoembyDwayneEarleGordon,[KAGGLE_DS_ROOT]/poemsdataset/topics/heaven/HeavenPoemsHeavenPoembyDwayneEarleGordon.txt,Train
136,HeavenPoemsStairwayToHeavenPoembyJeanPenner,[KAGGLE_DS_ROOT]/poemsdataset/topics/heaven/HeavenPoemsStairwayToHeavenPoembyJeanPenner.txt,Train
137,HeavenPoemsGangsterMoviesInHeavenPoembyProfessorPoetryHound,[KAGGLE_DS_ROOT]/poemsdataset/topics/heaven/HeavenPoemsGangsterMoviesInHeavenPoembyProfessorPoetryHound.txt,Train
138,HeavenPoemsAirlineToHeavenPoembyWoodyGuthrie,[KAGGLE_DS_ROOT]/poemsdataset/topics/heaven/HeavenPoemsAirlineToHeavenPoembyWoodyGuthrie.txt,Train
139,HeavenPoemsIsItRudeToSendAMessageToHeavenPoembyMaryNagy,[KAGGLE_DS_ROOT]/poemsdataset/topics/heaven/HeavenPoemsIsItRudeToSendAMessageToHeavenPoembyMaryNagy.txt,Train
