,Poem name,Location,Split
32,PeacePoemsPeaceOfMinePoembyGeoffWarden,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeaceOfMinePoembyGeoffWarden.txt,Train
33,PeacePoemsPeacePoembyRupertBrooke,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeacePoembyRupertBrooke.txt,Train
34,PeacePoemsPeaceYouPeaceUsPoembyKumarmaniMahakul,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeaceYouPeaceUsPoembyKumarmaniMahakul.txt,Train
35,PeacePoemsPeaceLittleGirlPeacePoembyMiaOcean,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeaceLittleGirlPeacePoembyMiaOcean.txt,Train
36,PeacePoemsPeacePeacePeacePoembyViolaBJelinek,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeacePeacePeacePoembyViolaBJelinek.txt,Train
37,PeacePoemsKissesOfPeaceCoupletsPoembyDeboraShort,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsKissesOfPeaceCoupletsPoembyDeboraShort.txt,Train
38,PeacePoemsWarAndPeacePoembyFranklinPierceAdams,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsWarAndPeacePoembyFranklinPierceAdams.txt,Train
39,PeacePoemsPeacePoembyHenryVaughan,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeacePoembyHenryVaughan.txt,Train
40,PeacePoemsThePeacePipePoembyHenryWadsworthLongfellow,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsThePeacePipePoembyHenryWadsworthLongfellow.txt,Train
41,PeacePoemsPeacePoembySaraTeasdale,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeacePoembySaraTeasdale.txt,Train
42,PeacePoemsPeaceAStudyPoembyCharlesStuartCalverley,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeaceAStudyPoembyCharlesStuartCalverley.txt,Train
43,PeacePoemsPeacePoembyEllieFriedman,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeacePoembyEllieFriedman.txt,Train
44,PeacePoemsAnAngryPoemAboutPeacePoembyMichaelShepherd,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsAnAngryPoemAboutPeacePoembyMichaelShepherd.txt,Train
45,PeacePoemsAToothUponOurPeacePoembyEmilyDickinson,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsAToothUponOurPeacePoembyEmilyDickinson.txt,Train
46,PeacePoemsPeacePoembyPatrickKavanagh,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeacePoembyPatrickKavanagh.txt,Train
47,PeacePoemsPeaceOrPovertyPoembySonaliShah,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeaceOrPovertyPoembySonaliShah.txt,Train
48,PeacePoemsPeaceAfterAStormPoembyWilliamCowper,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeaceAfterAStormPoembyWilliamCowper.txt,Train
49,PeacePoemsThePeaceOfWildThingsPoembyWendellBerry,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsThePeaceOfWildThingsPoembyWendellBerry.txt,Train
50,PeacePoemsLetPeacePrevailInThisWorldPoembyRaviSathasivam,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsLetPeacePrevailInThisWorldPoembyRaviSathasivam.txt,Train
51,PeacePoemsPeacePoembyFlorenceMJones,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeacePoembyFlorenceMJones.txt,Train
52,PeacePoemsAPeaceTheyDFindPoembyLawrenceSPertillar,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsAPeaceTheyDFindPoembyLawrenceSPertillar.txt,Train
53,PeacePoemsPeaceOnEarthPoembyWilliamCarlosWilliams,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeaceOnEarthPoembyWilliamCarlosWilliams.txt,Train
54,PeacePoemsThePeaceOfDivesPoembyRudyardKipling,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsThePeaceOfDivesPoembyRudyardKipling.txt,Train
55,PeacePoemsTheRoseOfPeacePoembyWilliamButlerYeats,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsTheRoseOfPeacePoembyWilliamButlerYeats.txt,Train
56,PeacePoemsLoveJoyPeaceAndPresencePoembyChristianEliabRatnam,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsLoveJoyPeaceAndPresencePoembyChristianEliabRatnam.txt,Train
57,PeacePoemsTheBankruptPeaceMakerPoembyVachelLindsay,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsTheBankruptPeaceMakerPoembyVachelLindsay.txt,Train
58,PeacePoemsUnnaturalPeacePoembyMuhammadAbdullahAli,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsUnnaturalPeacePoembyMuhammadAbdullahAli.txt,Train
59,PeacePoemsJehovahShalomTheLordSendPeacePoembyWilliamCowper,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsJehovahShalomTheLordSendPeacePoembyWilliamCowper.txt,Train
60,PeacePoemsPeacePoembyWilliamButlerYeats,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeacePoembyWilliamButlerYeats.txt,Train
61,PeacePoemsWorldPeaceQuotPoembyPaulineDiBenedetto,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsWorldPeaceQuotPoembyPaulineDiBenedetto.txt,Train
62,PeacePoemsACallForWorldPeacePoembyJosephTRenaldi,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsACallForWorldPeacePoembyJosephTRenaldi.txt,Train
63,PeacePoemsPeacetruePeacePoembyWalterreanSalley,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeacetruePeacePoembyWalterreanSalley.txt,Train
64,PeacePoemsPeaceNotPermanentPoembyRobertHerrick,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeaceNotPermanentPoembyRobertHerrick.txt,Train
65,PeacePoems963PeaceNHappinessWishPoembyAmitBiswas,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoems963PeaceNHappinessWishPoembyAmitBiswas.txt,Train
66,PeacePoemsTheHomeOfPeacePoembyCharlesHarpur,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsTheHomeOfPeacePoembyCharlesHarpur.txt,Train
67,PeacePoemsTheFuturePeaceAndGloryOfTheChurchPoembyWilliamCowper,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsTheFuturePeaceAndGloryOfTheChurchPoembyWilliamCowper.txt,Train
68,PeacePoemsPeacePerfectPeacePoembyShaunCronick,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeacePerfectPeacePoembyShaunCronick.txt,Train
69,PeacePoemsOSunOfRealPeacePoembyWaltWhitman,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsOSunOfRealPeacePoembyWaltWhitman.txt,Train
70,PeacePoemsPeaceEverywherePoembyJosephTRenaldi,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeaceEverywherePoembyJosephTRenaldi.txt,Train
71,PeacePoemsSonnetToPeaceOfMindPoembyHelenMariaWilliams,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsSonnetToPeaceOfMindPoembyHelenMariaWilliams.txt,Train
72,PeacePoemsThePeaceOfJerusalemPoembyBobGotti,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsThePeaceOfJerusalemPoembyBobGotti.txt,Train
73,PeacePoemsTeethInPeacePoembyHerbertNehrlich,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsTeethInPeacePoembyHerbertNehrlich.txt,Train
74,PeacePoemsInnerPeacePoembyDavidMoe,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsInnerPeacePoembyDavidMoe.txt,Train
75,PeacePoemsPeacetruePeacePoembyJeanMallette,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeacetruePeacePoembyJeanMallette.txt,Train
76,PeacePoemsRestInPeacePoembyClaudeMcKay,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsRestInPeacePoembyClaudeMcKay.txt,Train
77,PeacePoems09HaikuPeaceHaikuPoembyjohntiongchunghoo,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoems09HaikuPeaceHaikuPoembyjohntiongchunghoo.txt,Train
78,PeacePoemsIPeacePoembyRupertBrooke,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsIPeacePoembyRupertBrooke.txt,Train
79,PeacePoemsPeacePeacePeacePoembyGajananMishra,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeacePeacePeacePoembyGajananMishra.txt,Train
80,PeacePoemsWorldPeacePoembyMacAraromi,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsWorldPeacePoembyMacAraromi.txt,Train
81,PeacePoemsPeacePoembyHenryVanDyke,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeacePoembyHenryVanDyke.txt,Train
82,PeacePoemsPeaceAndUnityPoembyNolineAVJohnson,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeaceAndUnityPoembyNolineAVJohnson.txt,Train
83,PeacePoemsPeacePoembyEleanorAgnesLee,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeacePoembyEleanorAgnesLee.txt,Train
84,PeacePoemsOnTheProspectOfPeacePoembyThomasTickell,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsOnTheProspectOfPeacePoembyThomasTickell.txt,Train
85,PeacePoemsPeacePoembyGerardManleyHopkins,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeacePoembyGerardManleyHopkins.txt,Train
86,PeacePoemsPeaceOnEarthPoembyEdwinArlingtonRobinson,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsPeaceOnEarthPoembyEdwinArlingtonRobinson.txt,Train
87,PeacePoemsworldPeacePoembyKyleJCarruthers,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsworldPeacePoembyKyleJCarruthers.txt,Train
88,PeacePoemsOdeToPeacePoembyHelenMariaWilliams,[KAGGLE_DS_ROOT]/poemsdataset/topics/peace/PeacePoemsOdeToPeacePoembyHelenMariaWilliams.txt,Train
89,HappyPoemsHappyNewYear2006PoembyDrACelestineRajManoharMD,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyNewYear2006PoembyDrACelestineRajManoharMD.txt,Train
90,HappyPoemsAHappyManPoembyEdwinArlingtonRobinson,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsAHappyManPoembyEdwinArlingtonRobinson.txt,Train
91,HappyPoems0268TheHappyManPoembyMichaelShepherd,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoems0268TheHappyManPoembyMichaelShepherd.txt,Train
92,HappyPoemsHappyBirthdayDadPoembyArfaKarim,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyBirthdayDadPoembyArfaKarim.txt,Train
93,HappyPoemsAmorettiLxxivMostHappyLettersPoembyEdmundSpenser,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsAmorettiLxxivMostHappyLettersPoembyEdmundSpenser.txt,Train
94,HappyPoemsHappyHappyBirthdaySashaPoembyVerleciafields,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyHappyBirthdaySashaPoembyVerleciafields.txt,Train
95,HappyPoemsShesHappyWithANewContentPoembyEmilyDickinson,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsShesHappyWithANewContentPoembyEmilyDickinson.txt,Train
96,HappyPoemsHappy81stBirthdayPrinceLeonardPoembyHerbertNehrlich,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappy81stBirthdayPrinceLeonardPoembyHerbertNehrlich.txt,Train
97,HappyPoemsTheHappyCouplePoembyJohannWolfgangvonGoethe,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsTheHappyCouplePoembyJohannWolfgangvonGoethe.txt,Train
98,HappyPoemsHappyHappyNewYearPoembyNeelaNathDas,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyHappyNewYearPoembyNeelaNathDas.txt,Train
99,HappyPoemsHappyHappyBirthdayToadluvinladyPoembyVerleciafields,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyHappyBirthdayToadluvinladyPoembyVerleciafields.txt,Train
100,HappyPoemsTriggerHappyPoembyLindaHepner,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsTriggerHappyPoembyLindaHepner.txt,Train
101,HappyPoemsHappyDustPoembyAleisterCrowley,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyDustPoembyAleisterCrowley.txt,Train
102,HappyPoemsTheHappyIslesOfHoracePoembyEugeneField,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsTheHappyIslesOfHoracePoembyEugeneField.txt,Train
103,HappyPoemsHappyPoembyKingMidas,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyPoembyKingMidas.txt,Train
104,HappyPoemsHappyTheLabRerPoembyJaneAusten,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyTheLabRerPoembyJaneAusten.txt,Train
105,HappyPoemsSonnethappyBirthdayDearFatherInLawPoembyDrACelestineRajManoharMD,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsSonnethappyBirthdayDearFatherInLawPoembyDrACelestineRajManoharMD.txt,Train
106,HappyPoemsHappyEndingsPoembysylviaspencer,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyEndingsPoembysylviaspencer.txt,Train
107,HappyPoemsIMOnlyHappyWhenPoembyHaleyNicole,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsIMOnlyHappyWhenPoembyHaleyNicole.txt,Train
108,HappyPoemsHappyNewYear5766PoembyLindaHepner,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyNewYear5766PoembyLindaHepner.txt,Train
109,HappyPoemsAsLongAsYouReHappyPoembyLeoLopes,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsAsLongAsYouReHappyPoembyLeoLopes.txt,Train
110,HappyPoemsFourThingsMakeUsHappyHerePoembyRobertHerrick,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsFourThingsMakeUsHappyHerePoembyRobertHerrick.txt,Train
111,HappyPoemsHappyBirthdayPapaPoembyRaviSathasivam,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyBirthdayPapaPoembyRaviSathasivam.txt,Train
112,HappyPoemsHymnXivHappyTheManThatFindsTheGracePoembyJohnWesley,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHymnXivHappyTheManThatFindsTheGracePoembyJohnWesley.txt,Train
113,HappyPoemsHappyTheManPoembyJohnDryden,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyTheManPoembyJohnDryden.txt,Train
114,HappyPoemsHappyIsEnglandICouldBeContentPoembyJohnKeats,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyIsEnglandICouldBeContentPoembyJohnKeats.txt,Train
115,HappyPoemsHappyNewYearToYouHappyNewNearPoembyBijayKantDubey,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyNewYearToYouHappyNewNearPoembyBijayKantDubey.txt,Train
116,HappyPoemsHappyBirthdayAlisonPoembyHerbertNehrlich,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyBirthdayAlisonPoembyHerbertNehrlich.txt,Train
117,HappyPoemsInMemoryOfAHappyDayInFebruaryPoembyAnneBront+½,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsInMemoryOfAHappyDayInFebruaryPoembyAnneBront+½.txt,Train
118,HappyPoemsOhMyMamaHappyMothersDayPoembyJuliusBabarinsa,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsOhMyMamaHappyMothersDayPoembyJuliusBabarinsa.txt,Train
119,HappyPoemsHappyDreamsOfMurderPoembyBEAUGOLDEN,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyDreamsOfMurderPoembyBEAUGOLDEN.txt,Train
120,HappyPoemsHappyHappyHappyPoembyHeatherColdwell,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyHappyHappyPoembyHeatherColdwell.txt,Train
121,HappyPoemsHappyNewYearToAllPoembyHerbertNehrlich,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyNewYearToAllPoembyHerbertNehrlich.txt,Train
122,HappyPoemsAHappyLipMdashBreaksSuddenPoembyEmilyDickinson,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsAHappyLipMdashBreaksSuddenPoembyEmilyDickinson.txt,Train
123,HappyPoemsHappyBirthdayToddPoembyHerbertNehrlich,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyBirthdayToddPoembyHerbertNehrlich.txt,Train
124,HappyPoemsTheMeansToAttainHappyLifePoembyAnonymous,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsTheMeansToAttainHappyLifePoembyAnonymous.txt,Train
125,HappyPoemsHappyHourPoembysjgoldner,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyHourPoembysjgoldner.txt,Train
126,HappyPoemsHappyNewYearPoembyjibinjoseph,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyNewYearPoembyjibinjoseph.txt,Train
127,HappyPoemsWhatCanMakeYouHappyPoembyJuliusBabarinsa,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsWhatCanMakeYouHappyPoembyJuliusBabarinsa.txt,Train
128,HappyPoemsSonnetXviHappyInSleepPoembySamuelDaniel,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsSonnetXviHappyInSleepPoembySamuelDaniel.txt,Train
129,HappyPoemsHappyBirthdayStrangerPoembyicejohnson,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyBirthdayStrangerPoembyicejohnson.txt,Train
130,HappyPoemsSonnetAHappyFamilyPoembyDrACelestineRajManoharMD,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsSonnetAHappyFamilyPoembyDrACelestineRajManoharMD.txt,Train
131,HappyPoemsHappyEverythingPoembyDavidDarbyshire,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyEverythingPoembyDavidDarbyshire.txt,Train
132,HappyPoemsHappyEndingPoembyFleurAdcock,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyEndingPoembyFleurAdcock.txt,Train
133,HappyPoemsHappyBirthdayToMyDaughterPoembyPaulineGrace,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyBirthdayToMyDaughterPoembyPaulineGrace.txt,Train
134,HappyPoemsIAmHappyYouAreHappyPoembyPeterSQuinn,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsIAmHappyYouAreHappyPoembyPeterSQuinn.txt,Train
135,HappyPoemsHappyAsTheDayIsLongPoembyJamesTate,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyAsTheDayIsLongPoembyJamesTate.txt,Train
136,HappyPoemsSonnetHappyBirthdayDearPoembyDrACelestineRajManoharMD,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsSonnetHappyBirthdayDearPoembyDrACelestineRajManoharMD.txt,Train
137,HappyPoemsOhHappyDayPoembyDavidDarbyshire,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsOhHappyDayPoembyDavidDarbyshire.txt,Train
138,HappyPoemsSweetDreamsAndHappyMemoriesPoembyDorisReedTietz,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsSweetDreamsAndHappyMemoriesPoembyDorisReedTietz.txt,Train
139,HappyPoemsHopeYourHappyPoembyJessicaAnonymous,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHopeYourHappyPoembyJessicaAnonymous.txt,Train
140,HappyPoemsHappyBirthdayBirthdayHappyPoembyRayHansell,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyBirthdayBirthdayHappyPoembyRayHansell.txt,Train
141,HappyPoemsHappyThoughtPoembyRobertLouisStevenson,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHappyThoughtPoembyRobertLouisStevenson.txt,Train
142,HappyPoemsHowHappyIsTheLittleStonePoembyEmilyDickinson,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsHowHappyIsTheLittleStonePoembyEmilyDickinson.txt,Train
143,HappyPoemsWhyCanTIBeHappyPoembyMaryNagy,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsWhyCanTIBeHappyPoembyMaryNagy.txt,Train
144,HappyPoemsTheHappyTownlandPoembyWilliamButlerYeats,[KAGGLE_DS_ROOT]/poemsdataset/topics/happy/HappyPoemsTheHappyTownlandPoembyWilliamButlerYeats.txt,Train
